case_id,received_at,client_segment,jurisdiction,service_line,claim_value_band,attachments_present,free_text_summary,handler_notes,historical_outcome
C-00154,2024-10-09T14:03:57+00:00,SMB,UK,Advisory,50k-250k,true,REQUEST FOR COMPLIANCE GAP ANALYSIS. TIMELINE NOT SPECIFIED. GOVERNING LAW UNCLEAR.,,Unknown
C-00155,2024-10-10T06:55:26+00:00,SMB,US,Insurance,<50k,false,Business interruption may apply. Basement affected. No policy documents attached. Jurisdiction noted as US.,"Potential conflict in dates, needs review.",Unknown
C-00156,2024-10-30T10:56:05+00:00,Mid-Market,UK,Insurance,50k-250k,false,Incident reported at commercial premises. Water ingress noted. governing law unclear. No policy documents attached.,Handler flagged missing attachments.,Unknown
C-00157,2024-10-02T11:12:43+00:00,SMB,UK,Advisory,50k-250k,false,Client requesting advice on regulatory exposure. No immediate dispute. governing law unclear. Jurisdiction noted as UK.,,Accepted
C-00158,2024-11-02T17:57:17+00:00,Mid-Market,EU,Advisory,250k-1m,true,Client requesting advice on regulatory exposure. No immediate dispute. fire.,Caller sounded uncertain; follow-up likely required.,Accepted
C-00159,2024-12-06T14:34:49+00:00,SMB,US,Legal,<50k,false,Formal letter received from counterparty. Multiple parties named.,,Accepted
C-00160,2024-10-14T02:26:10+00:00,SMB,UK,Advisory,50k-250k,false,Strategic risk review requested following acquisition. Scope unclear.,No additional notes.,Unknown
C-00161,2024-10-23T12:48:05+00:00,SMB,Other,Legal,<50k,false,Dispute escalated to legal threat. Jurisdiction disputed. No policy documents attached.,No additional notes.,Accepted
C-00162,2024-12-16T23:42:22+00:00,Mid-Market,US,Insurance,50k-250k,false,Client reports storm-related damage. Basement affected. flood zone 3.,,Unknown
C-00163,2024-12-18T08:45:10+00:00,SMB,UK,Legal,50k-250k,false,Dispute escalated to legal threat. Multiple parties named. flood zone 3. No supporting documentation provided.,Client requested urgent callback.,Accepted
C-00164,2024-10-01T00:49:17+00:00,Enterprise,UK,Advisory,<50k,true,Request for compliance gap analysis. No immediate dispute. Police reference number provided.,,Accepted
C-00165,2024-12-31T01:16:13+00:00,SMB,UK,Insurance,250k-1m,true,Business interruption may apply. Basement affected. Police reference number provided.,Caller sounded uncertain; follow-up likely required.,Rejected
C-00166,2024-11-27T01:05:10+00:00,SMB,UK,Advisory,>1m,true,Client seeks decision support on risk controls. Regulator engagement anticipated. prior losses. Police reference number provided.,Handler flagged missing attachments.,Accepted
C-00167,2024-12-17T01:21:49+00:00,Mid-Market,UK,Insurance,50k-250k,false,Business interruption may apply. Water ingress noted. No supporting documentation provided. Cross-border considerations likely.,Handler flagged missing attachments. Check coverage exclusions.,Settled
C-00168,2024-11-08T06:01:08+00:00,SMB,UK,Insurance,<50k,true,Client reports storm-related damage. Fire damage to warehouse. Policy schedule attached. Cross-border considerations likely.,,Rejected
C-00169,2024-10-12T18:10:27+00:00,SMB,EU,Insurance,250k-1m,false,Client reports storm-related damage. Fire damage to warehouse. Evidence not yet supplied.,"Potential conflict in dates, needs review.",Unknown
C-00170,2024-12-12T01:49:12+00:00,Mid-Market,Other,Insurance,<50k,false,Damage reported following heavy rainfall. Fire damage to warehouse. small crack. No policy documents attached.,Handler flagged missing attachments.,Rejected
C-00171,2024-10-21T18:30:33+00:00,SMB,UK,Legal,<50k,true,Employment dispute raised by former contractor. Governing law unclear.,"Potential conflict in dates, needs review.",Rejected
C-00172,2024-10-07T12:50:52+00:00,SMB,EU,,50k-250k,true,Employment dispute raised by former contractor. Evidence currently limited. Supporting documents attached.,Caller sounded uncertain; follow-up likely required.,Unknown
C-00173,2024-11-23T21:02:16+00:00,Mid-Market,UK,Insurance,<50k,true,Business interruption may apply. Basement affected. low value. Supporting documents attached.,"Potential conflict in dates, needs review. Check coverage exclusions.",Unknown
C-00174,2024-10-07T02:55:54+00:00,SMB,US,Insurance,50k-250k,true,Client reports storm-related damage. Basement affected. Loss adjuster appointed. Jurisdiction noted as US.,Client requested urgent callback. Check coverage exclusions.,Unknown
C-00175,2024-10-19T20:32:14+00:00,SMB,UK,Insurance,50k-250k,true,Damage reported following heavy rainfall. Theft of equipment reported. governing law unclear.,Client requested urgent callback.,Rejected
C-00176,2024-11-04T12:05:53+00:00,SMB,US,Legal,50k-250k,true,Dispute escalated to legal threat. Evidence currently limited.,Caller sounded uncertain; follow-up likely required.,Unknown
C-00177,2024-12-19T19:11:29+00:00,SMB,Other,Advisory,250k-1m,true,Request for compliance gap analysis. No immediate dispute. regulator visit. Overseas elements present.,Client requested urgent callback.,Unknown
C-00178,2024-11-06T18:55:03+00:00,,UK,Insurance,<50k,false,Damage reported following heavy rainfall. Basement affected. Jurisdiction noted as UK.,Client requested urgent callback.,Accepted
C-00179,2024-11-12T17:21:36+00:00,SMB,US,Insurance,>1m,false,Loss event impacting property and contents. Theft of equipment reported.,,Rejected
C-00180,2024-12-07T22:30:04+00:00,Enterprise,EU,Insurance,50k-250k,true,incident reported at commercial premises. roof compromised. govering law unclear.,Caller sounded uncertain; follow-up likely required.,Rejected
C-00181,2024-12-13T17:47:30+00:00,SMB,UK,Insurance,50k-250k,false,Damage reported following heavy rainfall. Roof compromised. prior losses.,,Accepted
C-00182,2024-12-05T02:51:09+00:00,SMB,EU,Legal,50k-250k,true,Potential breach of contract raised. Evidence currently limited. Loss adjuster appointed. Cross-border considerations likely.,,Escalated
C-00183,2024-11-17T23:25:12+00:00,Enterprise,UK,Insurance,<50k,true,business interruption may apply. theft of equipment reported. jurisdction noted as uk.,Duplicate of earlier report suspected.,Unknown
C-00184,2024-12-28T11:11:31+00:00,SMB,UK,Legal,50k-250k,true,IP infringement allegation received. Multiple parties named. breach of contract. Supporting documents attached.,,Escalated
C-00185,2024-11-03T01:55:06+00:00,Mid-Market,UK,Advisory,<50k,true,Request for compliance gap analysis. Regulator engagement anticipated.,,Accepted
C-00186,2024-12-31T01:34:09+00:00,Enterprise,UK,Insurance,50k-250k,true,Loss event impacting property and contents. Theft of equipment reported. Jurisdiction noted as UK.,No additional notes. Check coverage exclusions.,Accepted
C-00187,2024-12-07T02:29:24+00:00,Mid-Market,US,Insurance,<50k,true,Incident reported at commercial premises. Water ingress noted.,,Unknown
C-00188,2024-12-14T16:54:48+00:00,SMB,UK,Advisory,50k-250k,true,Operational risk assessment requested. Timeline not specified. Loss adjuster appointed.,Caller sounded uncertain; follow-up likely required.,Unknown
C-00189,2024-12-22T02:30:49+00:00,SMB,UK,Insurance,<50k,false,Incident reported at commercial premises. Basement affected. Evidence not yet supplied.,Duplicate of earlier report suspected. Check coverage exclusions.,Unknown
C-00190,2024-11-05T07:19:37+00:00,SMB,UK,Advisory,<50k,false,Client seeks decision support on risk controls. Timeline not specified. small crack. No supporting documentation provided.,Client requested urgent callback.,Unknown
C-00191,2024-10-10T16:05:56+00:00,Enterprise,UK,Advisory,<50k,true,Operational risk assessment requested. Scope unclear. wear and tear. Loss adjuster appointed. Overseas elements present.,,Unknown
C-00192,2024-10-22T14:14:27+00:00,SMB,UK,Advisory,50k-250k,true,Operational risk assessment requested. Timeline not specified.,Handler flagged missing attachments. Clarify scope and deliverables.,Accepted
C-00193,2024-10-10T12:11:47+00:00,Enterprise,US,Insurance,250k-1m,true,Incident reported at commercial premises. Water ingress noted. Policy schedule attached.,No additional notes.,Unknown
C-00194,2024-12-18T00:36:20+00:00,SMB,UK,Legal,50k-250k,true,Formal letter received from counterparty. Multiple parties named. Supporting documents attached.,,Unknown
C-00195,2024-11-17T00:17:26+00:00,Mid-Market,Other,Insurance,50k-250k,true,Incident reported at commercial premises. Basement affected. business interruption. Jurisdiction noted as Other.,Duplicate of earlier report suspected. Check coverage exclusions.,Accepted
C-00196,2024-12-18T19:27:39+00:00,Mid-Market,US,Insurance,250k-1m,true,Client reports storm-related damage. Theft of equipment reported. business interruption.,,Escalated
C-00197,2024-12-04T05:53:01+00:00,SMB,EU,Insurance,50k-250k,false,Incident reported at commercial premises. Roof compromised. Evidence not yet supplied.,,Rejected
C-00198,2024-11-18T12:08:15+00:00,SMB,EU,Legal,50k-250k,true,Employment dispute raised by former contractor. Evidence currently limited. Supporting documents attached.,No additional notes.,Unknown
C-00199,2024-12-29T08:02:12+00:00,Mid-Market,UK,Legal,<50k,true,Potential breach of contract raised. Time-sensitive response required. minor. Police reference number provided.,"Potential conflict in dates, needs review.",Unknown
C-00200,2024-12-25T08:01:14+00:00,SMB,UK,Insurance,Unknown,false,Client reports storm-related damage. Basement affected. minor.,Client requested urgent callback.,Rejected
C-00201,2024-12-21T02:56:56+00:00,Mid-Market,UK,Insurance,Unknown,false,Business interruption may apply. Roof compromised.,,Escalated
C-00202,2024-12-21T06:33:47+00:00,Mid-Market,UK,Legal,<50k,false,Dispute escalated to legal threat. Multiple parties named. No supporting documentation provided. Cross-border considerations likely.,Caller sounded uncertain; follow-up likely required.,Unknown
C-00203,2024-10-16T18:33:30+00:00,SMB,UK,Insurance,<50k,true,Client reports storm-related damage. Basement affected. wear and tear.,Duplicate of earlier report suspected. Check coverage exclusions.,Rejected
C-00204,2024-10-07T08:56:47+00:00,SMB,UK,Insurance,<50k,true,Business interruption may apply. Roof compromised. low value.,,Accepted
C-00205,2024-10-03T06:46:29+00:00,SMB,EU,Insurance,<50k,true,Incident reported at commercial premises. Theft of equipment reported. low value.,,Accepted
C-00206,2024-10-31T15:10:20+00:00,Mid-Market,UK,Insurance,<50k,false,Damage reported following heavy rainfall. Water ingress noted. no supporting documentation. No supporting documentation provided.,Caller sounded uncertain; follow-up likely required.,Accepted
C-00207,2024-11-19T20:40:16+00:00,Mid-Market,EU,Insurance,<50k,false,Incident reported at commercial premises. Fire damage to warehouse. low value.,No additional notes.,Unknown
C-00208,2024-11-30T03:10:50+00:00,SMB,Other,Advisory,<50k,true,Client requesting advice on regulatory exposure. Scope unclear.,No additional notes. Clarify scope and deliverables.,Unknown
C-00209,2024-10-17T10:03:42+00:00,SMB,UK,Insurance,50k-250k,false,Incident reported at commercial premises. Roof compromised. storm damage.,Caller sounded uncertain; follow-up likely required. Check coverage exclusions.,Settled
C-00210,2024-10-19T19:15:22+00:00,SMB,UK,Legal,250k-1m,true,IP infringement allegation received. Multiple parties named.,No additional notes. Consider limitation periods.,Unknown
C-00211,2024-10-02T00:16:09+00:00,SMB,UK,Advisory,250k-1m,true,Strategic risk review requested following acquisition. Regulator engagement anticipated. hurricane.,Client requested urgent callback.,Unknown
C-00212,2024-12-19T07:39:22+00:00,Mid-Market,US,Legal,50k-250k,false,Potential breach of contract raised. Jurisdiction disputed.,"Potential conflict in dates, needs review. Consider limitation periods.",Accepted
C-00213,2024-12-28T10:58:03+00:00,Mid-Market,US,Advisory,>1m,true,Client requesting advice on regulatory exposure. Regulator engagement anticipated.,,Unknown
C-00214,2024-11-14T20:41:48+00:00,SMB,UK,Insurance,250k-1m,true,Loss event impacting property and contents. Water ingress noted.,,Rejected
C-00215,2024-10-21T04:31:14+00:00,SMB,UK,Insurance,>1m,true,Incident reported at commercial premises. Water ingress noted. arson.,,Accepted
C-00216,2024-11-12T02:03:13+00:00,Mid-Market,US,Insurance,>1m,false,Incident reported at commercial premises. Fire damage to warehouse. No policy documents attached. Overseas elements present.,Duplicate of earlier report suspected.,Escalated
C-00217,2024-12-24T07:40:56+00:00,Mid-Market,UK,Advisory,50k-250k,false,Client seeks decision support on risk controls. Scope unclear. flood zone 3. No supporting documentation provided.,"Potential conflict in dates, needs review.",Accepted
C-00218,2024-11-15T11:11:36+00:00,Mid-Market,UK,Insurance,50k-250k,true,Damage reported following heavy rainfall. Basement affected.,,Settled
C-00219,2024-12-29T19:37:48+00:00,Mid-Market,EU,Legal,<50k,false,Employment dispute raised by former contractor. Multiple parties named. wear and tear. No supporting documentation provided.,Client requested urgent callback.,Rejected
C-00220,2024-10-22T05:10:01+00:00,SMB,UK,Legal,<50k,true,IP infringement allegation received. Multiple parties named. no supporting documentation. Police reference number provided. Overseas elements present.,Duplicate of earlier report suspected.,Unknown
C-00221,2024-11-11T06:42:35+00:00,SMB,EU,Advisory,50k-250k,true,Strategic risk review requested following acquisition. Scope unclear.,Caller sounded uncertain; follow-up likely required.,Unknown
C-00222,2024-12-06T15:38:41+00:00,SMB,UK,Legal,50k-250k,false,Dispute escalated to legal threat. Governing law unclear. No policy documents attached.,Handler flagged missing attachments.,Unknown
C-00223,2024-10-02T22:12:25+00:00,Mid-Market,US,Insurance,<50k,true,Client reports storm-related damage. Theft of equipment reported. small crack.,Client requested urgent callback. Check coverage exclusions.,Unknown
